chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	46495069	46495070	0.0014	1:1:1:1	0:0:0:0	1:0.5:0:1	0:0:0:0	1:0.92:1:1	0:0:0:0	1:0.5:0:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9792	hyper	hyper	45158	13	17.75
chr1	46495070	46495086	0.0039	1:0.5:0:1	0:0:0:0	1:1:1:0.5	0:0:0:0.5	1:0.5:0:1	0:0:0:0	1:0.92:1:0.58	0:0:0:0.5	1:1:1:1	1:1:1:1	1:0.97:1:0.9	1:1:1:1	0.625	hyper	hyper	45159	12.5	18.5
chr1	46495086	46495087	3e-04	1:1:1:0.5	0:0:0:0.5	1:1:1:1	0:0:0:0	1:0.92:1:0.58	0:0:0:0.5	1:1:1:1	0:0:0:0	1:0.97:1:0.9	1:1:1:1	1:1:1:1	1:1:1:1	0.7481	hyper	hyper	45160	13	17.75
chr1	46495087	46495095	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0:0:0	1:0.83:1:1	0:0.02:0:0.75	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.6	1	hyper	hyper	45161	12.5	18.5
chr1	46495095	46495096	2e-04	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0.5:0:0	1:0.83:1:1	0:0.02:0:0.75	1:1:1:0.96	0:0.6:0:0	1:1:1:1	1:1:1:0.6	1:1:1:1	1:0.97:1:1	0.7647	hyper	hyper	45162	13	17.75
chr1	46495096	46495104	2e-04	1:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	1:1:1:0.96	0:0.6:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:0.97:1:1	1:1:1:1	1:1:1:1	0.8404	hyper	hyper	45163	12.5	18.5
chr1	46495104	46495105	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	0:1:1:0.96	0:0.52:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45164	13	17.75
chr1	46495105	46495112	0.0014	0:1:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	0:1:1:0.96	0:0.52:0:0	1:1:1:0.91	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.6104	hyper	hyper	45165	12.5	18.5
chr1	46495112	46495113	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.91	0:0:0:0	1:0.94:1:0.88	0:0:0:0	0.97:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9773	hyper	hyper	45166	13	17.75
chr1	46495160	46495170	0.0014	1:1:1:0	0:0:0:0	1:1:1:1	0:0:0:0	0.98:1:1:0	0:0:0:0	1:0.96:1:0.76	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.83	1:1:1:1	0.7442	hyper	hyper	45171	27.75	10
chr1	46495170	46495187	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.96:1:0.76	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.83	1:1:1:1	1:1:1:1	1:1:1:1	0.9312	hyper	hyper	45172	27.75	10
chr1	46495187	46495197	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.95:0.92:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45173	27.75	10
chr1	46495197	46495221	0.0014	1:1:1:1	0:0:0:0	1:1:1:1	1:0:0:0.5	0.95:0.92:1:1	0:0:0:0	1:1:1:1	0.91:0:0:0.33	1:1:1:1	1:1:1:1	1:1:1:1	0.93:1:1:0.7	0.9692	hyper	hyper	45174	27.75	10
chr1	46495221	46495226	0.0026	1:1:1:1	1:0:0:0.5	1:1:1:0.5	0:0:0:0	1:1:1:1	0.91:0:0:0.33	1:1:1:0.63	0:0:0:0	1:1:1:1	0.93:1:1:0.7	1:1:1:0.63	1:1:1:1	0.6894	hyper	hyper	45175	27.75	10
chr1	46495226	46495230	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.63	0:0:0:0	0.86:1:0.75:1	0:0.2:0:0	1:1:1:0.63	1:1:1:1	1:1:0.9:1	1:1:1:1	0.9079	hyper	hyper	45176	27.75	10
chr1	46495230	NA	0.0286	1:1:1:1	0:0:0:0	NA	NA	0.86:1:0.75:1	0:0.2:0:0	NA	NA	1:1:0.9:1	1:1:1:1	NA	NA	0.8526	hyper	hyper	45177	27.75	10
chr1	46553992	46554004	0.0026	0.5:0:0.5:0.5	1:1:0:1	1:0.5:0.5:0.5	1:1:1:1	0.65:0:0.57:0.56	1:1:0:1	0.78:0.67:0.57:0.78	1:1:1:1	0.63:1:0.97:1	1:1:1:1	0.9:0.83:1:0.6	1:1:1:1	-0.3052	hypo	hypo	45229	11.25	17.5
chr1	46554004	46554005	0.007	1:0.5:0.5:0.5	1:1:1:1	1:0.5:0.5:0.5	1:1:1:0	0.78:0.67:0.57:0.78	1:1:1:1	0.71:0.67:0.5:0.3	1:1:1:0	0.9:0.83:1:0.6	1:1:1:1	0.77:0.6:1:0.63	1:1:1:1	-0.3004	hypo	hypo	45230	11.25	17.5
chr1	46554022	46554036	0.0406	0:0:0:1	1:1:1:1	0:0.5:1:0	1:0:1:1	0:0:0.25:0.8	1:1:1:0.67	0:0.5:0.86:0	1:0:1:1	1:1:0.5:0.73	1:1:1:0.77	1:1:0.9:1	1:1:1:1	-0.6542	hypo	hypo	45233	10.25	13.75
chr1	46554036	46554037	0.0242	0:0.5:1:0	1:0:1:1	0:0.5:0:0.5	1:0:1:1	0:0.5:0.86:0	1:0:1:1	0:0.67:0:0.4	1:0:1:1	1:1:0.9:1	1:1:1:1	1:0.93:1:0.97	1:1:1:1	-0.4107	hypo	hypo	45234	11.25	17.5
chr1	46554037	46554040	0.0101	0:0.5:0:0.5	1:0:1:1	1:0:0.5:0.5	1:1:1:1	0:0.67:0:0.4	1:0:1:1	0.83:0:0.71:0.78	1:1:1:1	1:0.93:1:0.97	1:1:1:1	0.8:1:0.9:0.77	1:1:1:1	-0.4833	hypo	hypo	45235	10.25	13.75
chr1	46554040	46554041	0.0014	1:0:0.5:0.5	1:1:1:1	0.5:0:0.5:0.5	1:1:1:1	0.83:0:0.71:0.78	1:1:1:1	0.62:0:0.5:0.6	1:1:1:1	0.8:1:0.9:0.77	1:1:1:1	0.93:1:1:1	1:1:1:1	-0.4204	hypo	hypo	45236	11.25	17.5
chr1	46554041	46554043	0.0134	0.5:0:0.5:0.5	1:1:1:1	0.5:0:1:0.5	1:1:0:0	0.62:0:0.5:0.6	1:1:1:1	0.65:0:0.86:0.44	0.69:0.67:0:0	0.93:1:1:1	1:1:1:1	0.97:1:0.8:1	0.87:0.53:1:1	-0.5688	hypo	hypo	45237	10.25	13.75
chr1	46554044	46554057	0.0014	0.5:0.5:0.5:1	1:1:1:1	0.5:0.5:0:0	1:1:1:1	0.67:0.67:0.5:0.8	1:1:1:1	0.43:0.5:0:0	1:0.83:1:1	1:0.97:1:0.63	1:1:1:1	1:1:1:1	1:1:1:1	-0.3416	hypo	hypo	45239	10.25	13.75
chr1	46554057	46554058	0.0101	0.5:0.5:0:0	1:1:1:1	0:1:0:0.5	1:1:0.5:1	0.43:0.5:0:0	1:0.83:1:1	0:1:0.25:0.7	1:0.8:0.33:1	1:1:1:1	1:1:1:1	1:1:0.67:0.87	1:1:0.9:1	-0.7246	hypo	hypo	45240	11.25	17.5
chr1	46554072	46554073	0.0182	1:0.5:0.5:0	1:1:1:1	1:0.5:0.5:0	0:1:1:1	0.91:0.5:0.71:0	1:0.83:1:1	0.83:0.67:0.5:0	0:1:0.67:1	1:1:0.9:1	1:1:1:1	0.93:0.83:1:1	1:1:0.67:1	-0.4265	hypo	hypo	45242	11.25	17.5
chr1	46554110	46554111	6e-04	0.5:0:0.5:0.5	1:1:1:1	0.5:0:0:0.5	1:0:1:1	0.61:0:0.57:0.56	1:1:1:1	0.5:0:0.25:0.8	0.93:0.2:1:1	1:1:0.97:1	1:1:1:1	1:1:0.6:0.53	1:0.9:1:1	-0.5661	hypo	hypo	45248	11.25	17.5
chr1	46554111	46554127	0.0182	0.5:0:0:0.5	1:0:1:1	0.5:1:1:0.5	1:1:1:1	0.5:0:0.25:0.8	0.93:0.2:1:1	0.74:0.83:0.86:0.33	0.69:1:1:1	1:1:0.6:0.53	1:0.9:1:1	0.53:0.9:0.9:0.93	0.77:1:1:1	-0.3955	hypo	hypo	45249	10.25	13.75
chr1	46554128	46554142	0.0101	1:0:0.5:0.5	1:1:1:1	0.5:0.5:0.5:0.5	1:0.5:1:1	0.79:0:0.5:0.4	1:1:1:1	0.57:0.5:0.71:0.56	1:0.5:1:1	0.6:1:1:1	1:1:1:1	0.97:1:0.63:1	1:0.97:1:1	-0.5771	hypo	hypo	45251	10.25	13.75
chr1	46554143	46554146	0.0256	0.5:0.5:1:0.5	1:1:1:1	0:0.5:1:1	1:1:1:1	0.71:0.67:0.75:0.5	0.98:1:1:1	0:0.67:0.86:0.89	1:1:1:0.8	0.83:0.97:0.77:1	1:1:1:1	1:0.97:0.97:0.93	1:1:1:0.97	-0.3381	hypo	hypo	45253	10.25	13.75
chr1	46554249	46554263	0.0014	0:0.5:1:0	1:1:1:1	0:0.5:0:0.5	1:1:1:1	0:0.63:0.75:0	0.96:1:0.67:1	0:0.76:0:0.7	1:1:0.75:1	0.97:0.97:0.5:0.97	1:1:0.5:1	1:0.77:1:0.97	1:1:0.87:1	-0.5615	hypo	hypo	45259	54.5	25.75
chr1	46554263	46554264	0.0014	0:0.5:0:0.5	1:1:1:1	0.5:0.5:1:0.5	1:1:1:1	0:0.76:0:0.7	1:1:0.75:1	0.65:0.58:0.75:0.43	0.96:1:1:0.87	1:0.77:1:0.97	1:1:0.87:1	0.83:1:0.57:1	1:1:1:1	-0.5729	hypo	hypo	45260	54	20.75
chr1	46554264	46554267	0.0014	0.5:0.5:1:0.5	1:1:1:1	0:0:0:0.5	1:1:1:1	0.65:0.58:0.75:0.43	0.96:1:1:0.87	0:0:0:0.65	1:1:1:1	0.83:1:0.57:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.3572	hypo	hypo	45261	54.5	25.75
chr1	46554267	46554268	0.0014	0:0:0:0.5	1:1:1:1	1:0.5:0.5:0.5	1:1:1:1	0:0:0:0.65	1:1:1:1	0.8:0.73:0.5:0.55	0.91:0.89:1:0.87	1:1:1:1	1:1:1:1	0.67:0.57:1:1	1:1:1:1	-0.837	hypo	hypo	45262	54	20.75
chr1	46554270	46554271	0.0101	0.5:0:0.5:0.5	1:1:0.5:1	0.5:1:0.5:0.5	1:1:1:1	0.66:0:0.6:0.63	1:0.89:0.58:1	0.6:0.83:0.5:0.57	1:1:1:0.96	0.9:1:1:1	1:1:0.77:1	1:0.87:1:0.97	1:1:1:1	-0.3954	hypo	hypo	45264	54	20.75
chr1	46554271	46554284	0.0026	0.5:1:0.5:0.5	1:1:1:1	0.5:0.5:0.5:0	1:1:1:0	0.6:0.83:0.5:0.57	1:1:1:0.96	0.71:0.59:0.6:0	0.9:1:0.92:0	1:0.87:1:0.97	1:1:1:1	0.9:0.77:1:1	1:1:1:1	-0.3626	hypo	hypo	45265	54.5	25.75
chr1	46554285	46554299	0.0256	0.5:1:0:0	1:1:1:1	0.5:1:1:0	1:1:1:1	0.68:0.75:0:0	0.78:1:1:1	0.53:0.8:1:0	0.9:1:1:1	1:0.6:1:1	0.97:1:1:1	1:0.8:1:1	1:1:1:1	-0.5902	hypo	hypo	45267	54.5	25.75
chr1	46554299	46554300	0.007	0.5:1:1:0	1:1:1:1	0.5:0.5:0.5:0.5	1:1:1:1	0.53:0.8:1:0	0.9:1:1:1	0.58:0.51:0.5:0.7	1:1:1:0.87	1:0.8:1:1	1:1:1:1	1:1:1:0.8	1:1:1:1	-0.395	hypo	hypo	45268	54	20.75
chr1	46554300	46554303	2e-04	0.5:0.5:0.5:0.5	1:1:1:1	0.5:0.5:0.5:0.5	1:1:1:1	0.58:0.51:0.5:0.7	1:1:1:0.87	0.53:0.66:0.4:0.59	1:1:1:0.95	1:1:1:0.8	1:1:1:1	1:1:1:1	1:1:1:1	-0.3946	hypo	hypo	45269	54.5	25.75
chr1	46554303	46554304	0.0014	0.5:0.5:0.5:0.5	1:1:1:1	0.5:0.5:1:0	1:1:1:1	0.53:0.66:0.4:0.59	1:1:1:0.95	0.7:0.64:1:0	0.87:1:1:0.94	1:1:1:1	1:1:1:1	0.97:0.97:0.93:1	1:1:1:1	-0.4437	hypo	hypo	45270	54	20.75
chr1	46554304	46554320	0.0014	0.5:0.5:1:0	1:1:1:1	0:0:0.5:0	1:1:1:1	0.7:0.64:1:0	0.87:1:1:0.94	0:0:0.6:0.02	1:1:1:1	0.97:0.97:0.93:1	1:1:1:1	1:1:0.97:1	1:1:1:1	-0.3645	hypo	hypo	45271	54.5	25.75
chr1	46554320	46554321	2e-04	0:0:0.5:0	1:1:1:1	0.5:0.5:0:0.5	1:1:1:1	0:0:0.6:0.02	1:1:1:1	0.45:0.56:0:0.7	0.74:1:1:0.89	1:1:0.97:1	1:1:1:1	1:1:1:0.77	0.97:1:1:1	-0.8446	hypo	hypo	45272	54	20.75
chr1	46554321	46554335	0.0014	0.5:0.5:0:0.5	1:1:1:1	0.5:0.5:1:0.5	1:1:1:1	0.45:0.56:0:0.7	0.74:1:1:0.89	0.5:0.49:1:0.76	0.95:0.89:1:0.98	1:1:1:0.77	0.97:1:1:1	1:1:1:0.5	1:1:1:1	-0.4794	hypo	hypo	45273	54.5	25.75
chr1	46554336	46554339	0.0145	0:0:0:0	0:1:1:1	0:0.5:1:0.5	1:1:1:1	0:0:0:0.02	0.26:0.89:1:0.96	0:0.69:1:0.39	1:1:1:0.83	1:1:1:1	0.63:1:1:1	1:0.93:1:1	1:1:1:0.97	-0.7715	hypo	hypo	45275	54.5	25.75
chr1	46554339	46554340	0.0039	0:0.5:1:0.5	1:1:1:1	0.5:0.5:0:0.5	1:1:1:0	0:0.69:1:0.39	1:1:1:0.83	0.56:0.71:0.25:0.51	1:0.67:0.96:0	1:0.93:1:1	1:1:1:0.97	1:0.93:0.63:1	1:0.63:1:1	-0.4358	hypo	hypo	45276	54	20.75
chr1	46554388	46554389	0.0014	1:0:0.5:0.5	1:1:1:1	0.5:0:0.5:0.5	1:1:1:1	0.87:0:0.6:0.65	0.86:0.89:1:1	0.56:0:0.75:0.74	0.7:1:1:1	1:1:1:0.97	1:1:1:1	1:1:0.63:0.8	0.83:1:1:1	-0.4065	hypo	hypo	45282	54	20.75
chr1	46554389	46554393	2e-04	0.5:0:0.5:0.5	1:1:1:1	0.5:0.5:0:0.5	1:1:1:1	0.56:0:0.75:0.74	0.7:1:1:1	0.64:0.61:0:0.43	1:1:1:0.98	1:1:0.63:0.8	0.83:1:1:1	1:1:1:1	1:1:0.97:0.97	-0.4091	hypo	hypo	45283	54.5	25.75
chr1	46554393	NA	0.0286	0.5:0.5:0:0.5	1:1:1:1	NA	NA	0.64:0.61:0:0.43	1:1:1:0.98	NA	NA	1:1:1:1	1:1:0.97:0.97	NA	NA	-0.576	hypo	hypo	45284	54.5	25.75
chr1	46677854	46677855	0.0256	0:0.5:0.5:0.5	1:1:0.5:1	0.5:0.5:0.5:0	1:1:0.5:0.5	0:0.6:0.57:0.64	0.8:1:0.5:0.83	0.67:0.67:0.71:0.17	0.81:1:0.67:0.67	1:0.97:1:0.83	0.97:1:1:0.93	0.83:0.87:0.93:0.9	0.9:1:1:0.7	-0.3298	hypo	hypo	45489	10.5	16.25
chr1	46678421	46678435	0.0319	0.5:0.5:0.5:0.5	0:0:0:0	1:0.5:1:0.5	0:1:0.5:0.5	0.43:0.35:0.53:0.3	0.05:0.15:0.08:0	1:0.47:1:0.71	0.27:0.73:0.6:0.78	0.97:0.9:0.97:0.93	1:0.93:0.93:1	1:1:1:0.8	0.7:0.77:1:0.53	0.3328	hyper	hyper	45501	22.25	42.25
chr1	46706807	46706808	0.0134	1:1:0:1	0:0:0:0	1:1:0.5:0.5	0.5:0.5:0:0	1:0.88:0:1	0:0:0:0	1:0.74:0.32:0.5	0.67:0.68:0:0	1:0.97:1:1	1:1:1:1	1:0.77:0.67:1	0.87:0.93:1:1	0.7203	hyper	hyper	45660	15.75	13.75
chr1	46706814	46706820	0.0131	1:0.5:1:1	0:1:0:0	1:0.5:1:0.5	0.5:0:0:0	1:0.66:0.89:1	0:0.76:0:0	1:0.64:0.78:0.5	0.5:0:0:0	1:1:1:1	0.97:0.6:1:1	1:0.97:0.87:1	1:1:1:1	0.698	hyper	hyper	45665	14.25	15.5
chr1	46706845	46706849	0.0256	0:0.5:0.5:0	0:0:0:0	0:0.5:0.5:1	0:0:0:0	0:0.71:0.58:0	0:0:0:0	0:0.43:0.39:1	0:0:0:0	1:0.6:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.3233	hyper	hyper	45669	14.25	15.5
chr1	46706877	46706896	0.0256	0.5:1:0.5:0.5	0:0:0.5:0	0.5:0.5:0.5:0.5	0:0:0.5:0.5	0.71:0.76:0.72:0.8	0:0:0.67:0	0.49:0.64:0.69:0.33	0:0:0.5:0.74	0.93:0.83:0.7:0.57	1:1:0.97:1	1:1:0.9:0.9	1:1:1:0.53	0.5815	hyper	hyper	45679	18.5	17
chr1	46748844	46748856	0.0134	0.5:1:1:1	0:1:0.5:0	0.5:1:1:1	0:0:0:0.5	0.43:0.72:0.82:1	0:0.73:0.41:0.17	0.5:0.81:0.94:1	0:0:0:0.55	1:0.57:0.93:1	1:0.6:0.97:0.83	1:0.97:1:1	1:1:0.97:1	0.4174	hyper	hyper	46157	12	13.75
chr1	46772610	46772611	0.0014	0:0.5:0.5:0	1:1:1:1	0:0.5:0.5:1	1:1:1:1	0:0.59:0.65:0	0.77:1:0.88:0.92	0:0.69:0.62:0.93	0.71:0.82:0.81:0.86	1:1:0.97:1	0.93:1:1:1	1:0.9:1:1	0.6:0.97:1:1	-0.5856	hypo	hypo	46348	15	24.25
chr1	46778195	46778282	0.0182	0.5:0:0.5:0	1:1:1:1	0.5:0.5:1:1	0:1:1:1	0.67:0:0.47:0	1:0.88:0.75:0.91	0.67:0.5:0.93:1	0:0.75:1:0.73	0.57:1:1:1	1:1:0.6:1	0.53:1:1:1	1:0.97:1:0.97	-0.6002	hypo	hypo	46404	8	6.75
chr1	46778417	NA	0.0286	0:0:0:0	1:0.5:1:1	NA	NA	0.06:0:0:0	1:0.68:0.85:0.82	NA	NA	1:1:1:1	1:0.6:0.93:0.9	NA	NA	-0.8204	hypo	hypo	46412	41.75	21.25
chr1	46783469	46783474	0.0256	0.5:1:0:1	1:1:1:1	0:1:0:0	1:1:1:1	0.33:0.91:0:0.97	1:0.93:1:0.96	0:0.91:0:0.01	1:0.93:1:1	0.83:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.4174	hypo	hypo	46456	30.5	14.5
chr1	46801285	46801286	0.0396	1:1:1:0.5	1:1:0:0	1:0.5:1:1	1:0:1:0	0.87:1:0.92:0.6	1:0.9:0:0	0.84:0.67:0.78:1	0.88:0:1:0	1:1:1:0.93	1:1:1:1	1:0.5:0.83:0.97	0.97:1:1:1	0.3706	hyper	hyper	46566	22	9
chr1	46812567	46812617	0.0319	1:1:1:1	0:0:0:1	0.5:0.5:1:1	0:0:0.5:1	1:0.86:1:0.94	0:0:0:0.96	0.71:0.33:1:1	0:0:0.64:0.78	1:1:1:1	1:1:1:1	0.6:0.9:1:1	1:1:0.97:0.87	0.7079	hyper	hyper	46701	17.25	17.25
chr1	46824711	46824712	0.007	0:1:1:0.5	0:0:0:0	0.5:1:0:0.5	0:0:0:0	0:0.89:0.82:0.7	0:0:0:0	0.5:0.69:0:0.64	0:0:0:0	1:1:0.87:0.93	1:1:1:1	0.97:0.57:1:0.97	1:1:1:1	0.6018	hyper	hyper	46750	19	16
chr1	46824712	46824718	0.007	0.5:1:0:0.5	0:0:0:0	0:0.5:1:0.5	0:0:0:0	0.5:0.69:0:0.64	0:0:0:0	0:0.43:0.79:0.4	0:0:0:0	0.97:0.57:1:0.97	1:1:1:1	1:1:0.7:1	1:1:1:1	0.4577	hyper	hyper	46751	18.75	11.25
chr1	46824718	46824719	0.0256	0:0.5:1:0.5	0:0:0:0	0.5:0.5:0:0	0:0:0:0	0:0.43:0.79:0.4	0:0:0:0	0.75:0.72:0:0	0:0:0:0	1:1:0.7:1	1:1:1:1	0.83:0.87:1:1	1:1:1:1	0.4036	hyper	hyper	46752	19	16
chr1	46824755	46824766	0.0256	0:0.5:0.5:1	0:0:0:0	0.5:0.5:0:0	0:0:0:0	0:0.36:0.75:0.82	0:0:0:0	0.71:0.28:0.09:0	0:0.1:0:0	1:0.97:0.6:0.87	1:1:1:1	0.67:0.83:0.97:1	0.97:1:1:1	0.4823	hyper	hyper	46759	18.75	11.25
chr1	46824767	46824783	0.0126	0:0.5:0.5:0	0:0:0:0	0.5:0.5:1:0.5	0:0:0:1	0.05:0.49:0.45:0.24	0:0:0:0	0.61:0.68:1:0.58	0:0:0:0.8	1:0.97:1:0.77	1:1:1:1	0.97:0.8:1:1	0.97:1:1:0.87	0.3091	hyper	hyper	46761	60	18
chr1	46824783	46824784	0.0182	0.5:0.5:1:0.5	0:0:0:1	0.5:1:0:0	0:0:0:0	0.61:0.68:1:0.58	0:0:0:0.8	0.48:0.85:0:0.04	0:0:0:0	0.97:0.8:1:1	0.97:1:1:0.87	1:0.87:1:1	1:1:1:1	0.5194	hyper	hyper	46762	34.5	8.75
chr1	46824792	46824795	0.0256	0:1:1:0	0:0:0:0	0.5:0.5:0:0.5	0:0:0:0	0:0.81:0.78:0	0:0:0:0	0.69:0.28:0:0.54	0:0:0:0	1:0.73:0.7:0.97	1:1:1:1	0.93:0.77:1:1	0.97:1:1:1	0.3982	hyper	hyper	46765	41.25	6.75
chr1	46824795	46824796	0.0014	0.5:0.5:0:0.5	0:0:0:0	0.5:0.5:0.5:0.5	0:0:0:0	0.69:0.28:0:0.54	0:0:0:0	0.63:0.74:0.56:0.62	0:0:0:0	0.93:0.77:1:1	0.97:1:1:1	1:0.6:1:1	1:1:1:1	0.3771	hyper	hyper	46766	34.5	8.75
chr1	46824796	46824804	0.007	0.5:0.5:0.5:0.5	0:0:0:0	0.5:0:0.5:0	0:0:1:0	0.63:0.74:0.56:0.62	0:0:0:0	0.57:0:0.67:0	0:0:0.9:0	1:0.6:1:1	1:1:1:1	1:1:0.97:1	1:1:0.93:1	0.6357	hyper	hyper	46767	41.25	6.75
chr1	46824805	46824809	0.0101	0.5:0:0.5:1	0:0:0:0	0.5:0.5:0.5:0.5	0:0.5:0:0	0.56:0:0.56:0.92	0:0:0:0	0.57:0.48:0.67:0.46	0:0.5:0:0	1:1:1:0.97	1:1:1:1	1:1:0.97:1	1:1:1:1	0.5105	hyper	hyper	46769	41.25	6.75
chr1	46824809	46824810	0.0406	0.5:0.5:0.5:0.5	0:0.5:0:0	0:0.5:0.5:0.5	0.5:0:0:0	0.57:0.48:0.67:0.46	0:0.5:0:0	0:0.52:0.67:0.58	0.5:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.4178	hyper	hyper	46770	34.5	8.75
chr1	46824827	46824832	0.0256	0.5:0:0:0.5	0:0:0:0	0.5:0.5:0:0.5	0:0:0:0	0.69:0:0:0.73	0:0:0:0	0.71:0.68:0:0.54	0:0:0:0	0.83:1:1:0.6	1:1:1:1	0.83:0.53:1:0.97	1:1:1:1	0.355	hyper	hyper	46777	41.25	6.75
chr1	46824832	46824833	0.0256	0.5:0.5:0:0.5	0:0:0:0	0.5:1:0:0	0:0:0:0	0.71:0.68:0:0.54	0:0:0:0	0.32:0.96:0:0	0:0:0:0	0.83:0.53:1:0.97	1:1:1:1	0.9:0.97:1:1	1:1:1:1	0.4831	hyper	hyper	46778	34.5	8.75
chr1	46824842	46824843	0.007	0.5:1:1:0	0:0:0:0	0.5:0:0.5:0.5	0:0:0:0	0.64:0.8:1:0	0:0:0:0	0.72:0:0.67:0.54	0:0:0:0	1:0.9:1:1	1:0.97:1:1	0.8:1:0.9:1	1:1:1:1	0.6096	hyper	hyper	46782	34.5	8.75
chr1	46824843	46824845	0.0101	0.5:0:0.5:0.5	0:0:0:0	0.5:0.5:0.5:0.5	0:0.5:0:0	0.72:0:0.67:0.54	0:0:0:0	0.77:0.76:0.5:0.58	0:0.5:0:0	0.8:1:0.9:1	1:1:1:1	0.67:0.53:1:1	1:1:1:1	0.4809	hyper	hyper	46783	41.25	6.75
chr1	46824845	46824846	0.0101	0.5:0.5:0.5:0.5	0:0.5:0:0	0.5:0.5:0.5:0	0:0:0:0	0.77:0.76:0.5:0.58	0:0.5:0:0	0.64:0.67:0.56:0	0:0:0:0	0.67:0.53:1:1	1:1:1:1	0.93:0.83:1:0.97	1:1:1:1	0.5286	hyper	hyper	46784	34.5	8.75
chr1	46824999	46825004	0.0256	0.5:0:0.5:0.5	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.56:0:0.66:0.62	0:0:0:0	0.67:0:0.68:0	0.09:0:0:0	1:1:0.87:0.9	1:1:1:1	1:1:0.83:1	1:1:1:1	0.4574	hyper	hyper	46795	16	20
chr1	46825059	46825060	0.0256	0.5:0.5:0:0	0:0:0:0	0.5:0.5:0.5:0	0:0:1:0	0.67:0.57:0:0	0:0:0:0	0.5:0.62:0.6:0	0:0:1:0	1:1:1:1	1:1:1:1	1:0.97:0.93:1	1:1:1:1	0.3095	hyper	hyper	46799	9.5	12.5
chr1	46825062	46825063	0.0256	0.5:0:1:1	0:0:0:0	0.5:0:1:0	0:0:0:0	0.33:0:0.88:0.8	0:0:0:0	0.5:0:0.8:0	0:0:0:0	0.9:1:0.93:0.7	1:1:1:1	1:1:0.8:1	1:1:1:1	0.5021	hyper	hyper	46801	9.5	12.5
chr1	46825063	46825065	0.0256	0.5:0:1:0	0:0:0:0	1:1:0.5:0	0:0:0:0	0.5:0:0.8:0	0:0:0:0	0.83:0.71:0.62:0	0:0:0:0	1:1:0.8:1	1:1:1:1	0.67:0.6:0.97:1	1:1:1:1	0.325	hyper	hyper	46802	10	14.5
chr1	46825075	46825076	0.0256	0.5:0:1:0	0:0:0:0	1:0.5:1:0	0:0:0:0	0.5:0:0.8:0	0:0:0:0	0.83:0.64:0.75:0	0:0:0.2:0	0.97:1:0.83:1	1:1:1:1	0.8:0.93:1:1	1:0.97:0.93:1	0.325	hyper	hyper	46806	10	14.5
chr1	46825076	46825077	0.007	1:0.5:1:0	0:0:0:0	0:0.5:1:0.5	0:0:0:0	0.83:0.64:0.75:0	0:0:0.2:0	0:0.75:1:0.73	0:0:0:0	0.8:0.93:1:1	1:0.97:0.93:1	1:0.63:1:0.7	1:1:1:1	0.5065	hyper	hyper	46807	9.5	12.5
chr1	46825077	46825079	0.007	0:0.5:1:0.5	0:0:0:0	1:0:0.5:0.5	0:0:0:0	0:0.75:1:0.73	0:0:0:0	1:0:0.62:0.6	0:0:0:0	1:0.63:1:0.7	1:1:1:1	1:1:0.97:1	1:1:1:1	0.6208	hyper	hyper	46808	10	14.5
