chr	start	end	CpG	test1_DMRfinder-N	test1_DMRfinder-X	test2_DMRfinder-N	test2_DMRfinder-X	test3_DMRfinder-N	test3_DMRfinder-X	test4_DMRfinder-N	test4_DMRfinder-X	control1_DMRfinder-N	control1_DMRfinder-X	control2_DMRfinder-N	control2_DMRfinder-X	control3_DMRfinder-N	control3_DMRfinder-X	control4_DMRfinder-N	control4_DMRfinder-X
chr21	46492331	46492634	16	155	103	461	270	174	128	542	323	196	113	698	415	496	312	192	107
chr21	46492912	46492953	4	68	24	140	65	48	28	NA	NA	NA	NA	72	32	284	145	284	137
chr21	46493408	46493510	6	345	45	95	0	215	0	570	31	75	11	155	2	180	25	125	17
chr21	46493876	46494066	28	1499	156	1024	73	411	87	1019	68	442	67	571	27	3017	407	596	52
chr21	46494288	46494668	68	2421	2023	1742	1478	2941	2494	997	825	1315	70	1477	40	2024	110	1198	50
chr21	46494670	46495045	52	147	121	1497	1309	2941	2358	1250	1098	2264	62	3369	154	687	19	1280	46
chr21	46495053	46495428	33	680	567	849	738	603	524	1288	1046	1020	73	836	102	260	0	576	16
chr21	46497302	46497438	11	720	500	110	89	20	20	NA	NA	120	90	60	49	180	154	150	122
chr21	46513101	46513554	13	305	263	96	70	504	422	228	195	238	170	207	161	542	399	113	90
chr21	46516133	46516325	5	NA	NA	24	19	28	24	215	116	104	95	157	144	268	194	100	81
chr21	46516815	46516999	6	25	20	250	148	45	31	150	106	105	94	295	111	85	70	280	215
chr21	46518030	46518171	5	120	99	64	57	68	55	88	68	320	291	NA	NA	272	249	124	89
chr21	46520851	46521161	23	574	494	477	371	228	162	824	622	315	201	593	425	543	397	481	298
chr21	46551430	46551522	3	178	72	NA	NA	126	79	NA	NA	136	41	NA	NA	35	21	45	22
chr21	46553660	46553763	12	363	169	44	24	737	388	429	250	385	307	352	326	NA	NA	22	19
chr21	46553992	46554392	37	3654	1880	1931	989	370	185	1631	746	1988	1788	451	384	1462	1252	1811	1480
chr21	46565982	46566140	10	630	259	237	94	445	199	418	216	351	147	67	33	497	230	387	209
chr21	46567543	46567734	10	168	85	90	67	298	134	NA	NA	302	168	304	144	74	49	270	110
chr21	46572431	46572497	5	200	105	90	37	520	288	150	70	245	117	355	165	185	88	100	55
chr21	46581672	46581766	4	224	96	258	138	48	19	36	14	29	11	82	36	185	81	352	186
chr21	46594474	46594542	4	112	50	NA	NA	104	60	NA	NA	NA	NA	NA	NA	NA	NA	32	22
chr21	46620792	46620908	3	NA	NA	20	10	NA	NA	30	17	NA	NA	48	37	114	80	NA	NA
chr21	46621961	46622074	3	98	62	NA	NA	44	28	72	49	24	7	118	59	210	129	220	164
chr21	46630460	46630586	8	144	59	511	260	451	241	213	103	193	76	160	69	525	290	827	384
chr21	46643642	46643800	10	828	454	NA	NA	NA	NA	657	405	135	96	54	32	558	308	81	51
chr21	46650006	46650037	4	229	138	51	34	86	56	216	113	58	36	338	177	173	70	NA	NA
chr21	46650146	46650161	3	155	109	33	24	58	44	156	89	38	18	244	167	121	79	NA	NA
chr21	46654260	46654429	9	240	132	216	140	56	36	184	101	680	399	824	525	NA	NA	304	205
chr21	46655165	46655271	3	266	138	NA	NA	20	10	62	26	NA	NA	NA	NA	30	23	48	32
chr21	46666622	46666736	4	165	102	45	32	27	16	237	136	63	36	NA	NA	60	37	NA	NA
chr21	46668041	46668296	7	27	16	272	183	108	58	85	59	505	309	228	105	106	71	35	24
chr21	46672221	46672394	12	2310	1425	253	133	154	89	55	33	132	87	506	314	264	170	726	394
chr21	46675622	46675692	4	40	15	NA	NA	NA	NA	44	19	NA	NA	124	56	84	21	NA	NA
chr21	46675955	46676101	7	24	16	168	100	60	42	132	84	60	33	NA	NA	108	66	336	198
chr21	46676570	46676970	14	108	73	293	163	454	243	632	342	280	172	185	117	601	341	468	229
chr21	46677040	46677414	14	1011	538	674	383	893	428	419	254	157	80	158	104	349	227	433	181
chr21	46677446	46677862	24	1158	711	624	339	729	358	352	163	1120	646	502	241	624	366	297	181
chr21	46678178	46678282	7	139	70	87	48	99	60	136	73	91	43	431	204	94	62	271	146
chr21	46678420	46678542	9	67	38	341	174	230	150	244	124	135	60	422	228	661	262	332	171
chr21	46682724	46682863	4	171	107	30	15	42	31	24	13	48	26	57	32	NA	NA	78	55
chr21	46683154	46683335	7	402	206	186	122	NA	NA	54	28	426	273	210	106	288	171	NA	NA
chr21	46684574	46684665	9	674	442	207	147	648	478	NA	NA	315	247	27	18	54	37	NA	NA
chr21	46685308	46685371	8	312	230	496	400	256	213	1240	961	NA	NA	NA	NA	NA	NA	NA	NA
chr21	46686925	46687207	22	1428	1284	734	550	305	259	1342	1071	753	654	734	691	501	429	1279	1163
chr21	46688113	46688310	14	324	278	1221	1074	NA	NA	129	121	182	164	247	212	481	456	NA	NA
chr21	46688466	46688612	12	36	34	NA	NA	264	247	108	83	108	103	96	85	192	189	156	138
chr21	46689795	46689998	8	140	126	28	24	595	518	196	184	161	141	56	50	28	25	287	229
chr21	46697114	46697496	19	285	264	238	224	422	362	739	637	479	464	1166	1106	461	434	223	210
chr21	46698516	46698605	7	161	116	91	71	42	33	77	63	203	146	175	142	63	44	875	677
chr21	46699906	46700338	19	1373	1113	200	151	658	551	746	612	554	436	191	156	413	364	124	78
chr21	46700997	46701087	4	192	139	432	234	60	44	80	52	200	149	264	151	92	67	NA	NA
chr21	46701351	46701437	4	224	110	NA	NA	76	56	NA	NA	36	26	NA	NA	40	29	556	344
chr21	46701806	46702017	8	203	193	112	89	462	455	NA	NA	42	34	322	294	448	439	1148	1092
chr21	46703676	46703900	10	311	213	274	205	334	257	198	150	869	759	224	174	473	349	249	175
chr21	46705673	46705816	7	282	186	24	16	60	37	90	49	NA	NA	NA	NA	NA	NA	NA	NA
chr21	46706774	46706917	14	304	133	926	545	506	236	72	32	332	71	696	206	240	41	410	107
chr21	46707110	46707166	4	136	9	NA	NA	24	0	148	10	56	0	228	16	732	66	36	6
chr21	46707517	46707921	35	481	27	928	109	765	32	1055	42	944	75	1742	219	677	92	1590	211
chr21	46707934	46708312	43	1220	151	305	17	1432	150	1655	169	3303	382	822	96	2738	229	1434	76
chr21	46708332	46708729	35	905	75	1127	114	702	41	874	125	596	36	486	52	289	8	186	22
chr21	46710139	46710321	10	414	31	207	10	117	14	297	0	171	15	909	72	261	13	207	14
chr21	46711622	46711693	3	165	26	NA	NA	63	0	156	35	231	16	45	0	45	5	33	3
chr21	46712064	46712397	18	569	47	665	67	757	106	1049	109	357	38	1011	38	1420	134	450	60
chr21	46713824	46714088	7	133	8	114	10	72	13	202	12	580	0	236	55	190	29	113	0
chr21	46714650	46714891	12	192	23	776	46	99	21	240	23	126	11	103	29	438	59	292	35
chr21	46715449	46715622	8	182	104	238	205	63	57	448	312	56	43	686	492	266	200	NA	NA
chr21	46720091	46720198	15	803	586	273	200	614	473	325	223	457	322	411	325	383	259	415	284
chr21	46720312	46720561	8	235	146	652	466	286	195	98	72	166	117	272	205	159	144	149	125
chr21	46721027	46721365	16	564	392	111	69	328	208	429	345	310	244	162	131	391	273	80	51
chr21	46721863	46722143	14	376	196	208	109	678	344	228	123	318	175	264	133	162	90	442	243
chr21	46722519	46722609	5	25	12	245	132	30	16	120	58	30	14	249	113	NA	NA	165	88
chr21	46722930	46723373	21	854	440	428	211	882	445	774	400	704	375	208	115	142	89	558	273
chr21	46726331	46726561	18	309	165	939	474	799	424	264	139	242	122	518	262	650	342	164	84
chr21	46727118	46727198	4	248	143	52	21	32	17	100	45	68	24	20	10	24	11	76	36
chr21	46727883	46727997	4	81	51	27	23	54	29	78	53	75	34	336	213	66	44	51	33
chr21	46728227	46728624	13	378	226	475	278	324	202	318	166	246	119	409	239	244	126	547	172
chr21	46729067	46729166	5	157	88	219	125	38	24	NA	NA	54	31	154	73	283	135	193	110
chr21	46729620	46729835	7	636	341	293	152	105	54	112	51	82	44	386	235	138	68	87	39
chr21	46730354	46730590	8	65	34	248	86	72	32	346	137	447	222	97	55	358	184	177	68
chr21	46737039	46737306	10	299	123	171	64	145	71	235	130	242	112	208	109	453	224	513	252
chr21	46737727	46737826	5	NA	NA	NA	NA	421	133	44	18	164	99	NA	NA	83	45	36	22
chr21	46738957	46739251	10	347	208	277	162	309	168	266	149	193	100	162	83	106	53	271	155
chr21	46739296	46739578	11	658	441	136	72	24	11	851	489	583	378	326	187	77	38	271	181
chr21	46740383	46740520	5	NA	NA	104	60	140	95	168	96	504	336	352	200	252	168	488	302
chr21	46743300	46743481	5	NA	NA	32	20	276	173	60	26	20	16	156	66	20	10	68	36
chr21	46744900	46744985	5	220	114	30	16	150	74	80	43	20	6	105	44	120	65	145	66
chr21	46745331	46745649	9	236	135	281	111	178	105	507	322	507	304	331	189	111	66	232	133
chr21	46745935	46745985	4	NA	NA	NA	NA	256	134	88	40	96	45	212	114	172	77	212	93
chr21	46746342	46746785	20	303	193	194	102	487	258	274	135	215	117	485	234	278	167	358	199
chr21	46747427	46747624	5	40	23	128	91	420	293	216	152	92	64	24	14	NA	NA	52	29
chr21	46748822	46748898	7	119	54	238	144	273	115	NA	NA	35	12	112	68	735	362	119	61
chr21	46749419	46749770	18	443	240	588	296	974	484	708	304	182	93	347	161	1092	610	730	414
chr21	46749872	46750091	9	462	203	229	113	140	39	65	27	325	164	537	237	189	91	224	83
chr21	46750333	46750482	5	212	118	NA	NA	20	14	44	28	380	240	280	165	156	98	108	65
chr21	46751423	46751494	6	162	95	168	92	54	29	726	379	216	99	366	191	36	18	36	19
chr21	46753250	46753436	9	88	61	384	225	64	32	112	76	104	67	120	67	NA	NA	256	145
chr21	46755113	46755451	7	130	44	219	79	209	64	166	49	169	51	192	76	198	68	204	91
chr21	46755810	46755990	6	144	82	162	72	104	37	156	81	44	15	412	293	204	143	154	40
chr21	46761319	46761421	5	NA	NA	NA	NA	44	25	20	9	24	14	260	167	280	189	172	74
chr21	46763229	46763367	6	30	13	410	217	220	136	280	189	330	178	95	48	60	35	NA	NA
chr21	46763828	46764083	11	108	66	165	109	85	53	108	61	596	440	259	146	892	507	38	20
chr21	46764740	46764877	9	464	309	128	76	24	14	1168	700	440	256	216	126	40	22	288	185
chr21	46767083	46767462	20	671	423	303	201	677	446	708	489	1097	676	617	339	884	549	770	343
chr21	46768010	46768135	14	360	233	115	71	395	231	515	308	605	302	80	53	1020	673	440	270
chr21	46769022	46769112	3	30	16	42	24	NA	NA	177	105	63	33	38	23	147	89	401	227
chr21	46771262	46771333	5	55	33	170	51	170	103	155	89	NA	NA	190	111	165	98	355	167
chr21	46771798	46771979	3	129	77	64	32	54	15	135	39	NA	NA	93	42	132	82	60	26
chr21	46772557	46772976	20	454	277	812	399	1040	783	429	251	586	435	612	444	955	662	427	274
chr21	46777411	46777763	24	285	172	819	528	731	551	514	275	2430	1603	790	544	760	450	1463	1058
chr21	46777787	46778115	13	590	439	686	398	299	201	472	292	496	407	572	360	443	337	247	219
chr21	46778145	46778476	14	431	229	336	163	922	489	342	218	119	87	378	251	284	171	480	268
chr21	46778763	46778867	4	342	282	357	253	219	158	138	100	114	90	51	27	NA	NA	54	35
chr21	46780332	46780748	17	991	761	196	139	311	210	408	301	338	238	39	22	284	236	622	414
chr21	46782369	46782495	4	207	150	78	60	456	257	246	159	21	19	NA	NA	66	41	177	145
chr21	46783244	46783486	16	221	131	231	155	333	186	344	172	308	159	474	295	405	250	248	154
chr21	46783712	46783804	5	150	63	85	34	49	35	234	146	299	163	105	47	160	85	298	192
chr21	46784390	46784542	8	28	14	56	35	469	246	224	108	161	79	NA	NA	49	27	168	126
chr21	46784790	46785167	20	635	261	309	136	1439	628	196	93	901	412	346	118	463	171	535	267
chr21	46785334	46785515	7	114	59	108	51	372	221	378	153	168	99	156	91	156	74	24	7
chr21	46789068	46789165	6	447	294	41	25	155	79	50	20	291	191	41	26	744	355	120	51
chr21	46799631	46799835	7	492	274	528	272	NA	NA	162	73	102	46	138	67	42	23	102	48
chr21	46801215	46801451	12	1291	965	100	64	472	326	212	81	236	161	254	185	272	220	172	104
chr21	46801952	46802052	5	176	123	28	23	NA	NA	40	27	76	52	44	33	NA	NA	124	96
chr21	46803617	46803741	7	NA	NA	204	179	384	309	330	253	36	25	78	63	282	178	138	98
chr21	46804005	46804251	13	159	96	161	91	441	292	754	537	111	59	680	422	303	208	770	522
chr21	46804597	46804768	11	340	209	40	34	200	133	60	36	120	74	130	95	380	255	NA	NA
chr21	46806390	46806861	14	332	212	405	292	225	145	407	335	425	309	317	178	444	265	663	445
chr21	46810328	46810659	18	870	571	591	334	528	255	708	510	1254	769	554	429	620	373	799	597
chr21	46810957	46811027	4	48	25	56	41	72	41	120	62	100	66	88	49	176	57	28	16
chr21	46811389	46811572	9	216	142	37	16	64	39	256	174	500	331	70	59	119	73	267	221
chr21	46812286	46812616	11	176	133	255	185	115	92	312	205	47	31	405	193	105	69	306	159
chr21	46812996	46813241	23	969	561	859	572	1035	723	376	181	186	106	544	335	1223	808	790	536
chr21	46813875	46814010	7	54	36	42	32	126	73	30	19	132	93	180	152	366	229	54	34
chr21	46822449	46822512	3	60	49	26	23	51	27	81	62	145	98	186	65	21	21	NA	NA
chr21	46824062	46824341	11	446	347	837	627	272	182	170	134	231	152	189	147	496	348	830	546
chr21	46824612	46825004	46	3060	1320	1794	719	1270	421	1187	378	1253	57	1035	22	1203	120	1056	46
chr21	46825015	46825397	52	974	395	1344	543	1174	466	688	242	653	26	2011	51	633	24	1727	69
chr21	46825677	46825937	42	1659	520	845	367	2243	816	1079	383	1325	23	615	38	1122	75	441	20
chr21	46825941	46826199	27	319	110	451	152	219	80	631	200	254	8	1235	23	916	58	361	22
chr21	46826866	46827013	4	45	32	72	41	84	65	117	61	240	175	129	96	231	192	21	14
chr21	46828694	46828730	3	72	45	68	57	67	34	100	76	64	51	48	27	35	30	107	94
chr21	46829667	46830029	17	102	71	228	149	318	254	441	313	531	348	258	182	1350	858	288	193
chr21	46830267	46830320	4	280	175	56	35	468	278	156	84	96	60	100	41	76	46	NA	NA
chr21	46830741	46830784	5	30	13	NA	NA	240	123	225	135	90	48	110	51	260	119	65	35
chr21	46831328	46831554	12	87	50	455	281	168	137	575	358	287	160	46	30	167	126	815	474
chr21	46833409	46833458	3	NA	NA	237	113	51	23	24	15	114	33	60	24	NA	NA	78	47
chr21	46834533	46834727	9	79	55	NA	NA	88	71	NA	NA	1129	793	142	68	24	14	325	198
chr21	46835380	46835742	22	585	400	859	580	391	208	226	133	1198	624	511	345	879	456	1253	864
chr21	46835789	46836095	16	412	250	316	203	589	268	395	207	804	437	1551	919	1197	709	545	309
chr21	46836166	46836551	15	460	295	335	208	631	304	82	47	185	139	734	372	474	316	333	249
chr21	46837078	46837337	9	124	100	276	207	128	88	248	189	96	49	152	118	268	208	124	89
chr21	46837855	46838321	27	949	556	1033	679	1158	776	919	491	658	389	117	61	962	681	712	505
chr21	46838382	46838817	19	413	250	542	382	844	537	269	190	846	605	503	378	1350	1019	614	418
chr21	46839744	46839858	6	194	111	208	158	252	156	233	188	37	30	184	141	526	283	NA	NA
chr21	46839970	46840066	7	91	49	213	147	217	148	214	122	305	220	288	203	168	108	NA	NA
chr21	46840412	46840475	4	104	56	20	14	NA	NA	104	56	212	89	20	6	NA	NA	96	52
chr21	46841607	46841751	4	102	73	105	54	24	15	30	22	66	44	87	47	150	123	174	141
chr21	46842405	46842458	7	441	252	189	129	245	172	NA	NA	175	111	NA	NA	147	90	NA	NA
chr21	46843181	46843192	3	87	76	111	86	NA	NA	NA	NA	85	70	35	30	NA	NA	NA	NA
chr21	46843431	46843685	6	232	106	398	204	224	132	36	25	286	156	NA	NA	40	34	73	56
chr21	46843937	46844082	6	163	95	250	122	111	71	176	94	454	200	242	137	97	47	70	43
chr21	46844874	46845168	18	1617	1090	204	124	1080	819	959	520	909	462	780	511	426	270	498	389
chr21	46846381	46846556	13	390	16	810	16	550	36	360	53	266	172	450	252	240	132	64	20
chr21	46847394	46847772	25	565	348	267	167	808	432	597	333	936	528	433	224	473	280	201	108
chr21	46847817	46848232	21	805	463	1237	594	238	107	633	351	293	180	458	245	360	146	982	510
chr21	46850264	46850740	14	628	116	393	116	330	79	243	36	313	178	235	136	542	245	1245	536
chr21	46851419	46851569	8	175	56	196	71	231	67	42	7	NA	NA	NA	NA	511	156	182	62
chr21	46853297	46853443	5	168	34	160	27	416	105	NA	NA	56	15	268	74	56	17	216	72
chr21	46854725	46855077	9	197	64	160	30	250	31	136	18	298	106	378	60	145	46	184	46
chr21	46855515	46855697	7	162	48	NA	NA	96	27	246	67	132	53	96	34	186	69	390	40
chr21	46858342	46858445	5	135	58	120	21	30	1	282	29	552	104	201	54	420	125	60	7
chr21	46858735	46858806	3	54	4	60	19	69	14	207	66	84	27	NA	NA	129	31	90	28
chr21	46859298	46859638	31	1089	309	601	149	1898	605	1151	331	1323	390	1985	640	1487	492	357	104
chr21	46859675	46859983	18	975	198	473	138	457	112	1035	346	1091	319	618	106	392	113	343	103
chr21	46860545	46860586	3	NA	NA	108	23	57	12	NA	NA	NA	NA	NA	NA	108	62	33	10
chr21	46861490	46861650	10	1499	875	76	27	419	244	430	268	163	93	520	377	128	72	490	323
chr21	46863327	46863586	13	241	186	841	534	84	63	173	100	52	35	265	205	347	293	310	248
chr21	46864373	46864563	10	535	372	490	394	295	184	40	28	375	199	380	251	990	538	370	246
chr21	46865060	46865170	7	36	28	NA	NA	108	83	162	79	NA	NA	210	118	126	94	204	149
chr21	46869042	46869177	6	375	252	50	33	NA	NA	90	66	35	27	30	24	NA	NA	80	55
chr21	46869648	46869719	5	35	21	155	62	350	238	115	60	40	21	NA	NA	140	68	150	74
chr21	46870719	46871122	18	717	499	222	103	538	359	904	692	1465	1043	442	348	706	545	312	183
chr21	46875129	46875508	15	271	206	894	645	347	245	523	398	771	484	551	387	213	119	466	363
chr21	46875575	46875977	16	362	284	287	200	203	139	526	294	166	103	663	478	164	128	556	325
chr21	46876301	46876635	23	425	261	497	347	709	395	1282	847	1231	745	1048	630	1030	607	1066	695
chr21	46876641	46876973	24	119	70	1115	748	1804	1283	333	247	1246	890	770	455	887	619	585	334
chr21	46877554	46877933	10	223	155	633	445	250	145	274	170	325	259	376	297	52	35	328	266
chr21	46878484	46878891	12	533	286	501	284	162	100	791	430	264	149	336	209	429	257	690	381
chr21	46878944	46879302	13	106	73	548	302	470	356	235	157	169	140	919	510	183	109	605	464
chr21	46879397	46879714	15	597	381	383	266	475	286	439	297	597	449	434	251	399	220	673	498
chr21	46880119	46880246	5	21	10	120	56	114	57	75	37	165	84	21	9	174	100	57	24
chr21	46885258	46885455	8	316	177	260	137	68	48	152	80	116	77	160	110	236	148	176	74
chr21	46886011	46886072	4	NA	NA	124	36	96	51	72	36	92	48	28	15	84	37	140	62
chr21	46886407	46886643	10	151	97	159	87	1081	771	84	48	376	230	320	237	428	377	56	35
chr21	46887034	46887378	16	403	270	253	203	905	548	212	154	112	87	326	230	242	169	55	45
chr21	46887456	46887751	17	205	95	967	551	161	101	1243	899	224	152	128	82	110	66	624	370
chr21	46888290	46888681	23	1105	823	640	410	417	246	1159	888	356	203	537	394	483	321	745	522
chr21	46888717	46889123	14	432	300	363	235	174	125	75	41	185	101	461	237	375	265	324	271
chr21	46889853	46890084	13	627	482	256	157	277	113	528	372	497	366	91	68	468	324	253	170
chr21	46891483	46891857	14	446	202	338	179	440	215	814	285	400	187	298	125	973	358	188	86
chr21	46892107	46892230	8	189	18	NA	NA	161	28	70	7	154	78	28	24	77	55	154	117
chr21	46893139	46893425	16	319	233	490	419	367	304	416	295	215	171	234	179	126	106	221	166
chr21	46893462	46893751	13	201	143	398	298	372	325	240	191	42	36	92	74	182	163	227	170
chr21	46894962	46895298	27	1562	1172	1582	1355	448	323	572	417	796	640	1044	834	864	719	1368	1034
chr21	46895307	46895640	11	46	24	245	150	284	164	110	55	111	92	430	293	125	103	616	413
chr21	46896018	46896216	13	393	246	106	84	143	104	383	271	487	318	372	318	509	392	63	40
chr21	46897111	46897375	12	302	192	74	41	204	121	648	508	236	144	210	145	541	355	487	327
chr21	46897715	46897816	5	250	142	180	95	132	63	112	47	276	151	36	21	340	148	166	103
chr21	46898195	46898249	3	72	27	NA	NA	NA	NA	NA	NA	87	38	123	53	33	15	NA	NA
chr21	46899686	46899791	5	NA	NA	NA	NA	NA	NA	NA	NA	304	167	380	330	152	82	128	91
chr21	46900667	46900718	7	252	163	84	50	NA	NA	329	158	378	192	77	48	63	38	161	100
chr21	46901893	46901995	3	NA	NA	34	29	34	25	NA	NA	44	30	102	95	90	78	NA	NA
chr21	46902890	46902982	8	NA	NA	48	28	255	149	88	55	88	62	NA	NA	110	55	264	180
chr21	46903465	46903516	5	20	8	95	30	65	40	90	45	185	96	NA	NA	145	63	180	102
chr21	46905986	46906456	15	466	276	732	473	149	96	554	312	505	334	249	92	86	43	647	279
chr21	46906792	46906941	7	85	64	87	51	311	193	84	66	247	156	302	218	134	70	323	170
chr21	46907180	46907505	13	537	407	546	336	278	142	576	370	1138	649	63	31	562	239	222	118
chr21	46909202	46909674	19	78	48	328	243	865	509	246	150	1318	912	373	227	700	424	544	316
chr21	46910115	46910439	13	661	460	83	54	603	257	447	245	346	168	89	46	154	98	188	138
chr21	46910455	46910774	13	87	47	340	235	264	166	238	124	457	295	253	185	494	285	112	55
chr21	46911023	46911170	10	272	160	264	145	521	313	220	111	82	41	180	112	400	240	166	104
chr21	46912468	46912885	19	580	260	324	231	414	163	551	246	188	116	745	518	327	263	217	168
chr21	46913237	46913671	17	72	16	259	32	269	49	150	75	44	37	199	152	711	610	318	273
chr21	46913886	46914039	6	64	45	217	161	109	68	91	70	218	166	25	10	71	66	208	175
chr21	46914828	46915011	9	144	124	62	36	139	91	132	100	180	123	350	263	256	171	62	50
chr21	46915129	46915280	11	217	137	44	25	284	139	454	260	432	359	263	194	128	86	839	530
chr21	46916166	46916285	9	80	60	122	60	463	328	153	116	608	346	218	129	153	104	523	302
chr21	46921705	46922200	14	366	175	599	329	384	239	315	126	567	204	826	538	779	420	159	86
chr21	46923873	46924304	18	732	487	833	522	544	316	988	683	559	358	658	400	621	357	705	305
chr21	46924321	46924738	17	406	228	313	190	135	90	491	355	494	273	440	287	545	378	512	387
chr21	46924855	46925140	14	256	173	224	151	179	79	208	118	608	373	47	31	246	136	320	155
chr21	46925216	46925536	16	1009	573	352	213	360	219	277	137	420	181	940	508	683	451	500	321
chr21	46925869	46925967	8	165	122	457	313	334	211	107	73	NA	NA	414	341	239	186	609	362
chr21	46926895	46927138	7	191	130	586	325	150	96	673	392	141	66	131	43	288	167	268	181
chr21	46927203	46927484	8	391	198	190	97	548	291	361	241	163	78	206	94	149	62	162	80
chr21	46929463	46929511	7	791	335	105	29	84	25	77	19	371	274	168	115	NA	NA	NA	NA
chr21	46929741	46929903	15	411	149	270	115	354	153	165	52	390	287	771	561	996	834	108	85
chr21	46932035	46932087	4	40	17	76	43	68	33	44	30	72	44	284	125	152	47	NA	NA
chr21	46932345	46932386	6	96	64	138	95	180	88	438	259	336	185	60	42	144	77	NA	NA
chr21	46933358	46933558	12	105	75	266	161	154	88	256	197	22	17	85	48	667	437	909	648
chr21	46935761	46936069	15	388	275	330	222	382	255	312	214	332	221	118	91	652	454	362	223
chr21	46936673	46936996	10	26	22	48	42	143	122	179	109	328	235	297	200	285	187	200	136
chr21	46943787	46943899	3	40	32	252	157	24	14	60	40	28	10	NA	NA	82	69	106	85
chr21	46945229	46945432	7	NA	NA	31	26	286	237	155	107	170	121	234	187	337	234	104	81
chr21	46945743	46945946	11	270	145	60	50	710	582	190	134	60	41	NA	NA	230	131	110	61
